gregorian calendar dates,persian calander dates,first price recorded on the day,lowest price recorded on the day,highest price recorded during the day,last price recorded on the day
2019/04/09,1398/01/20,136870,136790,141800,141750
2019/04/10,1398/01/21,141760,137390,141800,137500
2019/04/11,1398/01/22,137380,137290,137400,137310
2019/04/13,1398/01/24,137400,129790,137400,136000
2019/04/14,1398/01/25,135900,134390,136000,134500
2019/04/15,1398/01/26,134450,134390,136900,136900
2019/04/16,1398/01/27,136870,134040,136900,135430
2019/04/17,1398/01/28,135480,133890,135500,134010
2019/04/18,1398/01/29,133990,133900,134950,134790
2019/04/20,1398/01/31,134870,134650,135600,135460
2019/04/22,1398/02/02,135590,135350,137600,137600
2019/04/23,1398/02/03,137440,137350,139100,137920
2019/04/24,1398/02/04,137930,137850,138100,137990
2019/04/25,1398/02/05,137970,137850,138800,138120
2019/04/27,1398/02/07,138140,138050,138900,138460
2019/04/28,1398/02/08,138580,138350,141600,141470
2019/04/29,1398/02/09,141540,141350,142000,141510
2019/04/30,1398/02/10,141550,140350,141600,140520
2019/05/01,1398/02/11,140530,140350,142550,142500
2019/05/02,1398/02/12,142530,142340,142550,142410
2019/05/04,1398/02/14,142500,142340,145000,144960
2019/05/05,1398/02/15,144930,144840,149000,147450
2019/05/06,1398/02/16,147500,146360,147500,147000
2019/05/07,1398/02/17,146950,146840,149500,149480
2019/05/08,1398/02/18,149360,149360,149900,149900
2019/05/09,1398/02/19,149840,149740,153500,153500
2019/05/11,1398/02/21,153400,149340,153500,149500
2019/05/12,1398/02/22,149390,146340,149500,146500
2019/05/13,1398/02/23,146430,146340,148500,148360
2019/05/14,1398/02/24,148500,148340,148500,148500
2019/05/15,1398/02/25,148440,148340,149000,148430
2019/05/16,1398/02/26,148500,146340,148500,146470
2019/05/18,1398/02/28,146410,145340,146500,145500
2019/05/19,1398/02/29,145350,144840,146500,145000
2019/05/20,1398/02/30,144980,137340,145000,137500
2019/05/21,1398/02/31,137460,137340,137500,137470
2019/05/22,1398/03/01,137500,137350,139500,139500
2019/05/23,1398/03/02,139370,139340,140500,140460
2019/05/25,1398/03/04,140340,139540,140500,139570
2019/05/26,1398/03/05,139700,138340,139700,138500
2019/05/28,1398/03/07,138000,137340,138000,137500
2019/05/29,1398/03/08,137360,132340,137500,134000
2019/05/30,1398/03/09,133970,133840,135500,135370
2019/06/01,1398/03/11,135500,135340,135500,135500
2019/06/02,1398/03/12,135470,132370,135500,132390
2019/06/03,1398/03/13,132500,130870,132540,130980
2019/06/08,1398/03/18,131870,130850,132040,130900
2019/06/09,1398/03/19,130910,126890,131020,126970
2019/06/10,1398/03/20,127000,127000,128640,128450
2019/06/12,1398/03/22,129000,128840,129000,129000
2019/06/15,1398/03/25,129500,129340,129500,129360
2019/06/16,1398/03/26,129350,129340,135000,134940
2019/06/17,1398/03/27,134980,133340,135050,133360
2019/06/18,1398/03/28,133390,131840,133550,132020
2019/06/19,1398/03/29,131850,130840,132050,130950
2019/06/20,1398/03/30,132000,130890,132000,132000
2019/06/22,1398/04/01,131980,129890,132000,130000
2019/06/23,1398/04/02,129970,129890,130000,130000
2019/06/24,1398/04/03,129910,129890,132000,131890
2019/06/25,1398/04/04,131930,130400,132000,131000
2019/06/26,1398/04/05,129500,129390,129500,129400
2019/06/27,1398/04/06,129420,129390,129500,129500
2019/06/30,1398/04/09,129450,128390,129550,128500
2019/07/01,1398/04/10,128440,126890,128500,127000
2019/07/02,1398/04/11,126960,126890,128000,128000
2019/07/03,1398/04/12,127940,127390,128000,127450
2019/07/04,1398/04/13,127500,127390,127500,127500
2019/07/06,1398/04/15,127430,127390,129500,129400
2019/07/07,1398/04/16,129440,128890,130000,128980
2019/07/08,1398/04/17,129000,127890,129000,127910
2019/07/09,1398/04/18,128000,127390,128000,127430
2019/07/10,1398/04/19,127480,127390,127500,127480
2019/07/11,1398/04/20,127420,127390,127500,127460
2019/07/13,1398/04/22,126940,125890,127000,126000
2019/07/14,1398/04/23,125910,124890,126000,125000
2019/07/15,1398/04/24,124890,120890,125000,121000
2019/07/16,1398/04/25,120900,118890,121000,118890
2019/07/17,1398/04/26,119000,111890,119000,113890
2019/07/18,1398/04/27,114890,114890,115000,115000
2019/07/20,1398/04/29,114900,114890,117000,116480
2019/07/21,1398/04/30,116500,116390,119000,118970
2019/07/22,1398/04/31,118950,118890,119000,119000
2019/07/23,1398/05/01,119980,119890,123000,123000
2019/07/24,1398/05/02,122890,121890,124000,121930
2019/07/25,1398/05/03,120000,119390,120000,119500
2019/07/27,1398/05/05,119470,119390,121000,120940
2019/07/28,1398/05/06,120930,120890,122000,121500
2019/07/29,1398/05/07,121390,120390,121500,120420
2019/07/30,1398/05/08,120480,120390,120500,120500
2019/07/31,1398/05/09,120400,119390,120500,119430
2019/08/01,1398/05/10,119000,118890,119000,119000
2019/08/03,1398/05/12,118910,118890,120000,119910
2019/08/04,1398/05/13,119500,118890,119500,119000
2019/08/05,1398/05/14,118910,118890,119000,118910
2019/08/06,1398/05/15,119000,118890,119500,119420
2019/08/07,1398/05/16,119460,118890,119500,118940
2019/08/08,1398/05/17,118430,118390,118500,118400
2019/08/10,1398/05/19,118480,117890,118500,118000
2019/08/11,1398/05/20,117920,116890,118000,117000
2019/08/12,1398/05/21,116910,116890,117000,117000
2019/08/13,1398/05/22,116940,116890,117000,116910
2019/08/14,1398/05/23,116940,116890,117000,117000
2019/08/15,1398/05/24,116930,116890,117000,117000
2019/08/17,1398/05/26,116970,116890,117000,117000
2019/08/18,1398/05/27,116920,116890,117500,117420
2019/08/19,1398/05/28,117500,116890,117500,116960
2019/08/21,1398/05/30,117000,116390,117000,116420
2019/08/22,1398/05/31,116500,115890,116500,116000
2019/08/24,1398/06/02,116430,115890,116500,115900
2019/08/25,1398/06/03,116000,114390,116000,114500
2019/08/26,1398/06/04,114420,111890,114500,111920
2019/08/27,1398/06/05,111980,109890,112000,111000
2019/08/28,1398/06/06,110980,110900,112000,111950
2019/08/29,1398/06/07,111890,111890,112000,112000
2019/08/31,1398/06/09,111940,111890,113500,113470
2019/09/01,1398/06/10,113420,113390,114500,114000
2019/09/02,1398/06/11,113920,112390,114000,112480
2019/09/03,1398/06/12,113930,113890,114000,114000
2019/09/04,1398/06/13,113960,113390,113960,113420
2019/09/05,1398/06/14,114000,113890,114000,114000
2019/09/07,1398/06/16,113960,113890,114000,113890
2019/09/08,1398/06/17,113960,113890,116000,116000
2019/09/11,1398/06/20,115900,115890,116140,115970
2019/09/12,1398/06/21,115000,114440,115000,114440
2019/09/14,1398/06/23,114450,113940,114500,114000
2019/09/15,1398/06/24,113960,112890,114000,112980
2019/09/16,1398/06/25,113500,113390,113500,113500
2019/09/17,1398/06/26,113450,113000,114500,114000
2019/09/18,1398/06/27,113910,113890,114000,114000
2019/09/19,1398/06/28,114500,114390,114500,114500
2019/09/21,1398/06/30,114410,114390,114500,114500
2019/09/22,1398/06/31,114390,113890,114500,113940
2019/09/23,1398/07/01,114000,113390,114000,113460
2019/09/24,1398/07/02,113500,113390,113500,113500
2019/09/25,1398/07/03,113460,113390,113500,113470
2019/09/26,1398/07/04,113480,113390,113500,113500
2019/09/28,1398/07/06,113400,113390,114500,114500
2019/09/29,1398/07/07,114390,114390,114500,114500
2019/09/30,1398/07/08,115000,114890,115000,115000
2019/10/01,1398/07/09,114960,114390,115000,114410
2019/10/02,1398/07/10,114500,113890,114500,114000
2019/10/03,1398/07/11,114460,114390,114500,114430
2019/10/05,1398/07/13,114500,114390,114500,114450
2019/10/06,1398/07/14,114500,113890,114500,113970
2019/10/07,1398/07/15,114000,113890,114000,114000
2019/10/08,1398/07/16,113910,113890,114000,113930
2019/10/09,1398/07/17,113940,113890,114090,113950
2019/10/10,1398/07/18,113980,113890,114090,114020
2019/10/12,1398/07/20,114040,113890,114090,114070
2019/10/13,1398/07/21,113970,113890,114090,114000
2019/10/14,1398/07/22,113980,113390,114040,113500
2019/10/15,1398/07/23,113530,113390,113540,113530
2019/10/16,1398/07/24,113520,113390,114040,113960
2019/10/17,1398/07/25,113900,113890,114040,114020
2019/10/20,1398/07/28,113930,113890,114040,113890
2019/10/21,1398/07/29,113960,113390,114040,113540
2019/10/22,1398/07/30,113400,112590,113540,112600
2019/10/23,1398/08/01,113110,111590,113530,112550
2019/10/24,1398/08/02,112050,111880,112050,112050
2019/10/26,1398/08/04,112030,111380,112050,111380
2019/10/28,1398/08/06,111470,111380,111550,111410
2019/10/30,1398/08/08,111520,111380,111550,111460
2019/10/31,1398/08/09,111520,111380,111550,111520
2019/11/02,1398/08/11,111440,111380,112550,112440
2019/11/03,1398/08/12,112520,112380,112550,112520
2019/11/04,1398/08/13,112540,112380,113050,113030
2019/11/05,1398/08/14,112900,112880,113050,112900
2019/11/07,1398/08/16,113490,113380,113550,113380
2019/11/09,1398/08/18,113470,113380,113550,113530
2019/11/10,1398/08/19,113520,113380,113550,113510
2019/11/11,1398/08/20,113540,113540,114050,113980
2019/11/12,1398/08/21,114030,113880,114550,114380
2019/11/13,1398/08/22,114530,114380,114550,114480
2019/11/14,1398/08/23,114940,114880,115050,114970
2019/11/16,1398/08/25,114920,114920,119050,119020
2019/11/17,1398/08/26,118980,118880,119050,119030
2019/11/18,1398/08/27,118900,118880,123500,121500
2019/11/19,1398/08/28,120940,119380,121050,119410
2019/11/20,1398/08/29,119490,118880,119550,118920
2019/11/21,1398/08/30,118500,117880,118550,117940
2019/11/23,1398/09/02,118050,117880,118050,117960
2019/11/24,1398/09/03,118050,117880,119050,118960
2019/11/25,1398/09/04,119030,118880,120550,120530
2019/11/26,1398/09/05,120520,120520,123550,123510
2019/11/27,1398/09/06,122510,122380,122550,122460
2019/11/28,1398/09/07,123930,123890,124070,124020
2019/11/30,1398/09/09,123960,123900,125570,125480
2019/12/01,1398/09/10,125570,123900,125570,123920
2019/12/02,1398/09/11,125460,125400,125570,125410
2019/12/03,1398/09/12,124950,124900,125070,124970
2019/12/04,1398/09/13,124930,124900,127070,126940
2019/12/05,1398/09/14,126910,126900,127050,127010
2019/12/07,1398/09/16,127040,126900,129050,128940
2019/12/08,1398/09/17,130510,128400,130550,129430
2019/12/09,1398/09/18,129540,129400,135550,135530
2019/12/10,1398/09/19,135510,135400,139050,138480
2019/12/11,1398/09/20,133940,130900,134050,131040
2019/12/12,1398/09/21,129480,128900,129550,129010
2019/12/14,1398/09/23,128540,126940,128570,126970
2019/12/15,1398/09/24,126940,125440,127070,125520
2019/12/16,1398/09/25,125470,125440,128070,126960
2019/12/17,1398/09/26,126980,126940,128070,127980
2019/12/18,1398/09/27,127970,127940,129090,129020
2019/12/19,1398/09/28,128500,128500,128590,128590
2019/12/21,1398/09/30,128500,128500,129490,129400
2019/12/22,1398/10/01,129450,129400,129890,129870
2019/12/23,1398/10/02,129800,129800,129890,129890
2019/12/24,1398/10/03,129800,129800,129890,129880
2019/12/25,1398/10/04,129800,129700,129890,129700
2019/12/26,1398/10/05,129770,129700,129790,129760
2019/12/28,1398/10/07,129780,129700,129790,129740
2019/12/29,1398/10/08,129790,129500,129790,129580
2019/12/30,1398/10/09,129500,129500,129590,129500
2019/12/31,1398/10/10,129550,129500,129590,129500
2020/01/01,1398/10/11,129530,129500,129590,129590
2020/01/02,1398/10/12,129500,129500,129590,129500
2020/01/04,1398/10/14,129550,129500,133890,133300
2020/01/05,1398/10/15,133340,133300,133390,133300
2020/01/06,1398/10/16,133360,133300,133390,133340
2020/01/07,1398/10/17,133300,133300,133890,133820
2020/01/08,1398/10/18,133890,133800,133890,133850
2020/01/09,1398/10/19,132000,132000,132090,132090
2020/01/11,1398/10/21,132050,130500,132090,130530
2020/01/12,1398/10/22,130500,130500,130590,130500
2020/01/13,1398/10/23,130550,130200,130590,130200
2020/01/14,1398/10/24,130240,130000,130290,130030
2020/01/15,1398/10/25,130050,130000,131090,131070
2020/01/16,1398/10/26,131050,131000,131090,131000
2020/01/18,1398/10/28,131040,130500,131090,130500
2020/01/19,1398/10/29,130580,130000,130590,130000
2020/01/20,1398/10/30,130060,129500,130090,129540
2020/01/21,1398/11/01,129520,129500,129590,129530
2020/01/22,1398/11/02,129590,129500,129590,129500
2020/01/23,1398/11/03,130000,129500,130090,130000
2020/01/25,1398/11/05,130090,130000,133590,133500
2020/01/26,1398/11/06,133590,133500,134090,134000
2020/01/27,1398/11/07,134060,134000,134090,134070
2020/01/28,1398/11/08,134000,134000,134090,134020
2020/01/30,1398/11/10,134530,134500,134590,134540
2020/02/01,1398/11/12,134500,134500,135090,134780
2020/02/02,1398/11/13,134700,134000,134700,134030
2020/02/03,1398/11/14,133860,133800,133890,133890
2020/02/04,1398/11/15,133830,133800,134390,134300
2020/02/05,1398/11/16,134560,134500,134590,134500
2020/02/06,1398/11/17,135070,135000,135090,135060
2020/02/08,1398/11/19,135000,135000,135090,135080
2020/02/09,1398/11/20,135020,135000,135090,135030
2020/02/10,1398/11/21,135040,135000,137080,136040
2020/02/12,1398/11/23,136000,136000,137090,137020
2020/02/13,1398/11/24,138500,138490,138580,138490
2020/02/15,1398/11/26,138510,138490,138580,138490
2020/02/16,1398/11/27,138560,138490,139080,138990
2020/02/17,1398/11/28,139040,138990,139990,139540
2020/02/18,1398/11/29,139490,139490,142080,141990
2020/02/19,1398/11/30,142010,141990,142080,141990
2020/02/20,1398/12/01,142040,141990,142080,142030
2020/02/22,1398/12/03,141990,141990,145380,145290
2020/02/23,1398/12/04,145370,145290,147580,147550
2020/02/24,1398/12/05,147490,146990,147580,146990
2020/02/25,1398/12/06,147060,146910,148010,148010
2020/02/26,1398/12/07,147940,147910,156010,155910
2020/02/27,1398/12/08,156990,156910,157010,157010
2020/02/29,1398/12/10,156970,148910,157010,148980
2020/03/01,1398/12/11,150510,150410,151510,151510
2020/03/02,1398/12/12,155510,155410,155510,155430
2020/03/03,1398/12/13,153730,153210,153810,153350
2020/03/04,1398/12/14,153790,153750,153850,153790
2020/03/05,1398/12/15,152500,149950,152550,149950
2020/03/07,1398/12/17,149970,149950,150050,149960
2020/03/09,1398/12/19,152000,151950,152050,152030
2020/03/10,1398/12/20,150950,150950,151050,151050
2020/03/11,1398/12/21,148500,148450,148550,148550
2020/03/12,1398/12/22,148460,148450,148550,148510
2020/03/14,1398/12/24,148470,147000,148550,148050
2020/03/15,1398/12/25,147980,147950,148050,148030
2020/03/16,1398/12/26,147970,147950,156550,156550
2020/03/17,1398/12/27,156520,156450,157550,157450
2020/03/18,1398/12/28,157540,148950,157550,149030
2020/04/02,1399/01/14,148980,148950,149050,148960
2020/04/04,1399/01/16,149050,148950,159050,157950
2020/04/05,1399/01/17,157970,157950,158100,158030
2020/04/06,1399/01/18,158010,156990,158100,156990
2020/04/07,1399/01/19,157100,156990,157100,156990
2020/04/08,1399/01/20,157060,155990,157100,156090
2020/04/11,1399/01/23,156010,155990,156100,156040
2020/04/12,1399/01/24,155990,155990,156100,155990
2020/04/13,1399/01/25,156040,155990,156110,156000
2020/04/14,1399/01/26,156030,156000,156110,156000
2020/04/15,1399/01/27,156030,156000,156110,156080
2020/04/16,1399/01/28,155000,155000,155110,155000
2020/04/18,1399/01/30,155030,153500,155110,153500
2020/04/19,1399/01/31,153560,152500,153610,152590
2020/04/20,1399/02/01,152500,152500,152610,152560
2020/04/21,1399/02/02,152580,152500,153610,153500
2020/04/22,1399/02/03,153530,153500,155110,155000
2020/04/23,1399/02/04,155040,155000,155110,155030
2020/04/25,1399/02/06,155000,155000,155110,155000
2020/04/26,1399/02/07,155090,155000,156110,156100
2020/04/27,1399/02/08,156000,156000,156110,156000
2020/04/28,1399/02/09,156060,155500,156110,155500
2020/04/29,1399/02/10,155520,155500,155610,155500
2020/04/30,1399/02/11,156100,156000,156110,156000
2020/05/02,1399/02/13,156030,156000,156110,156050
2020/05/03,1399/02/14,156080,156000,156110,156000
2020/05/04,1399/02/15,156080,156000,156110,156070
2020/05/05,1399/02/16,156100,156000,156110,156000
2020/05/06,1399/02/17,156110,156000,157110,157110
2020/05/07,1399/02/18,157000,157000,157110,157000
2020/05/09,1399/02/20,157050,157000,158110,158040
2020/05/10,1399/02/21,158000,158000,162110,162100
2020/05/11,1399/02/22,162080,162000,165110,165000
2020/05/12,1399/02/23,165060,165000,166110,166000
2020/05/13,1399/02/24,166020,166000,168610,168610
2020/05/14,1399/02/25,168550,168500,168610,168540
2020/05/16,1399/02/27,168500,168000,168610,168000
2020/05/17,1399/02/28,168050,168000,170310,170310
2020/05/18,1399/02/29,170200,170200,172110,172000
2020/05/19,1399/02/30,172040,171500,172110,171500
2020/05/20,1399/02/31,171550,171500,173110,173100
2020/05/21,1399/03/01,173000,173000,173110,173050
2020/05/23,1399/03/03,173020,173000,173110,173000
2020/05/26,1399/03/06,173040,173000,173110,173000
2020/05/27,1399/03/07,173100,171500,173110,171580
2020/05/28,1399/03/08,170580,170500,170610,170610
2020/05/30,1399/03/10,170500,170500,171110,171040
2020/05/31,1399/03/11,171000,171000,171110,171000
2020/06/01,1399/03/12,171080,170700,171110,170770
2020/06/02,1399/03/13,170700,170700,170810,170700
2020/06/06,1399/03/17,170800,169800,170810,169830
2020/06/07,1399/03/18,169800,169300,169800,169340
2020/06/08,1399/03/19,169300,169300,169410,169390
2020/06/09,1399/03/20,169360,169300,169410,169300
2020/06/10,1399/03/21,169350,169300,172610,172500
2020/06/11,1399/03/22,177500,177500,177610,177500
2020/06/13,1399/03/24,177550,177500,177610,177560
2020/06/14,1399/03/25,177600,177500,177610,177600
2020/06/15,1399/03/26,177530,177500,178910,178800
2020/06/16,1399/03/27,178850,178800,182110,182100
